OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
8dff50d63a418eafee877c0d6ca25f78,d__Bacteria, p__Cyanobacteria, c__Vampirivibrionia, o__Gastranaerophilales, f__Gastranaerophilales, g__Gastranaerophilales, s__uncultured_bacterium
41efb340a1fedcce9c7850f2298c06cd,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Unassaigned, g__Unassigned, s__Unassaigned
754dae964be70a01e875eaf5ce53708d,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
7c97d9b8bbacc5eef2ad3d0c781791bb,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes, s__Unassaigned
1f41e37fd56c3b47367e773f8329989a,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Sedimentibacteraceae, g__Sedimentibacter, s__Unassaigned
eb8821a30557b34eac1cb619bf6bc0ca,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
3638f2062c305c79df283ef573a10b97,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Ralstonia, s__Unassaigned
6e1cd8cf7f688262a0686d3db320e1ce,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_vadinBB60_group, f__Clostridia_vadinBB60_group, g__Clostridia_vadinBB60_group, s__uncultured_bacterium
c7593800b8d959a6f9ae62247adf409c,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Uncultured, s__uncultured_bacterium
843aa1d1070890aacad7866947e77e6b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
142c69e721063922564c21c84caf54d1,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__Unassaigned
d2e9260763d42ee5577341baa9574ac3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_vadinBB60_group, f__Clostridia_vadinBB60_group, g__Clostridia_vadinBB60_group, s__uncultured_bacterium
7cf160c614c46fa8a5320008aa36f99c,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelatoclostridiaceae, g__Erysipelatoclostridium, s__Unassaigned
08d8a5fcf1dfcd51411bcb1ef83104c9,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_sartorii
0a3a5b91b652845ba4afbbaa491a339e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
cc77264070d2000f68521d96da1dd4d6,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__uncultured, g__Uncultured, s__Unassaigned
403974b4e512e373b8ee314454f4f41b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Gammaproteobacteria_Incertae_Sedis, f__Unknown_Family, g__Acidibacter, s__uncultured_proteobacterium
a4c12955c8b869e815284c1b511ac6d0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
91cdcee411bdec1d816fdfdbf6a66581,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Rikenellaceae, s__uncultured_Rikenella
f02c5a92a1fa964a4b2e8dddf075df1c,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
f969066d93049b8ecc9c4d76e9879c50,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Candidatus_Soleaferrea, s__Ruminococcaceae_bacterium
9ae17fe0f9b7b3659c8e0a9a343d5690,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Unassaigned, g__Unassigned, s__Unassaigned
81b50cbc69b355d6a2207d370e9634c5,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__Unassaigned
e289fe9035a3575d3f1ab134e5810ee5,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia, s__Unassaigned
5859c644498bf396619fcca4ed014b8d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_xylanisolvens
5bbd6726850e3b938ef0b5b9c2493a37,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
309c4020c38734a6a988d5fd374363d9,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Erysipelotrichaceae, s__uncultured_bacterium
a233fa6c6e123213ac12c34ae1cb9e8f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uncultured_bacterium
6b02aa41f49f6ecad5487c17c72b6da5,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Candidatus_Soleaferrea, s__uncultured_bacterium
a3b3b3175a8a2b69184441713be9a802,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
9a2bcfc9c1a7db175b04dc33ded04235,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
42b427ac622f5e94f4f7f5ae7e214dff,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
95d9d76d1d2fde3008a747db043a9719,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__Unassaigned
32d4a29026b3d623109c6ee640e0199c,d__Bacteria, p__Cyanobacteria, c__Vampirivibrionia, o__Gastranaerophilales, f__Gastranaerophilales, g__Gastranaerophilales, s__uncultured_bacterium
8c508984551f6f08396c2dec9a3c2679,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_sartorii
f31f179c0ba0b9ff9db041d5619e2d48,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__[Eubacterium]_coprostanoligenes_group, g__[Eubacterium]_coprostanoligenes_group, s__uncultured_Clostridiales
d97642e92206649d79c9a5fb8b472443,d__Bacteria, p__Deferribacterota, c__Deferribacteres, o__Deferribacterales, f__Deferribacteraceae, g__Mucispirillum, s__bacterium_Lincoln
97b654d8bd13ca0beef3d7b939d9d455,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
5877c67c79efd4017d28baee8a1352d7,d__Bacteria, p__Firmicutes, c__Clostridia, o__Christensenellales, f__Christensenellaceae, g__Christensenellaceae_R-7_group, s__Unassaigned
f75fd8bfb39c467d0897129108f0ad28,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
664c3ecb8b42dc5e9b16652b6f004db5,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Anaerotruncus, s__Anaerotruncus_sp.
0b2d74187ee30ad7d04b9f622758077a,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
3aed36cdc72ec555c7609c7bb4617d38,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_vadinBB60_group, f__Clostridia_vadinBB60_group, g__Clostridia_vadinBB60_group, s__uncultured_bacterium
7440aa816171ce9e81d9b67d2dda61c6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_thetaiotaomicron
8edd3c96e1201a6d99272f35ce2c164f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Enterobacteriaceae, g__Unassigned, s__Unassaigned
fc9724c315b93b916f2d6007af667390,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
31de3d22f5b19325735267725f1f49e8,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
4196649257fd20cd08fd841b6ed9203c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uncultured_bacterium
f59c9661f4e154b8d6eadff955089368,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Eisenbergiella, s__Unassaigned
f17f6391e6d085c5db0f9179752904c7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
26f4ddda5b6e0d303457bdb1a23456a5,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
4540d2faf9597dc876bde21aef1ec3b7,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Uncultured, s__Unassaigned
3f7a486c64016b4169a894fdd3262dc4,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Intestinimonas, s__uncultured_bacterium
8e45fca0e463aff5fd678498af03879d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__Unassaigned
66e485c1f6331ccae7e3aaabbc7a0a14,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
0044dadc0e54f72a1054e350ddee3471,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
1c1f0ab8041bbdae7da3ffd06e256d57,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
0ac38954ca6b90705ee2a53586a53f7a,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Marvinbryantia, s__Unassaigned
71814b0c8fed7d37021057c12a428b21,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Anaerofilum, s__uncultured_bacterium
ec6aa03af1f8e694ff91e90f998ce118,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Unassigned, s__Unassaigned
ca45ec4fe48203d6d9b4d397aae755fa,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
d464eee613ac4395c8f6ce3943a0f841,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
af7dd51c7373cf129ab32fc2b6c604a3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
dc09964e2dffe33753d6e4f0c010552d,d__Bacteria, p__Unassaigned, c__Unassaigned, o__Unassaigned, f__Unassaigned, g__Unassigned, s__Unassaigned
f02f4c216369c6a2e4ee447ffe47fddd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Hafniaceae, g__Hafnia-Obesumbacterium, s__Unassaigned
b675ce9716b30456cf071d677162241a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
9dbf6a5fc70a3bf758eedd60ed72e2a4,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
df5c1ef25ab497ab767dcbb6be082f83,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Akkermansiaceae, g__Akkermansia, s__Unassaigned
8daf54ff6c37c6570e7640894cbd1aa4,d__Bacteria, p__Firmicutes, c__Clostridia, o__Monoglobales, f__Monoglobaceae, g__Monoglobus, s__Unassaigned
7b44e40a89e8574655471cc3be7860ab,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
c23a55ffc930bbdfbffb838cc63c3c06,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Anaerovoracaceae, g__Unassigned, s__Unassaigned
721d6345b84d6768b72ee1b3a4ab84f4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes, s__Unassaigned
f80b86458a57e36db032eb798274d2d0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
157e89624b31f9270751ab769c8d62e3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
7d0f44c15da83b757bf82a4b0929827b,d__Bacteria, p__Cyanobacteria, c__Vampirivibrionia, o__Gastranaerophilales, f__Gastranaerophilales, g__Gastranaerophilales, s__uncultured_bacterium
bf1a818b12cb26b87437b02ddb111100,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
e084c4e1efb25dda73727706dad2f9c0,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospiraceae_UCG-010, s__uncultured_bacterium
2feaccb8d3399862c1622146a7ed5d21,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
537dffd5a7c5be5e467fdb4d703022fb,d__Bacteria, p__Firmicutes, c__Clostridia, o__Monoglobales, f__Monoglobaceae, g__Monoglobus, s__Unassaigned
d99924af79100800edeba6e420aab4fb,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Unassigned, s__Unassaigned
ffe8a4e4d29663d84bc20fece48d5047,d__Bacteria, p__Firmicutes, c__Bacilli, o__RF39, f__RF39, g__RF39, s__Unassaigned
e9fc33d0bed4581c93256a43e4c9d176,d__Bacteria, p__Firmicutes, c__Clostridia, o__Monoglobales, f__Monoglobaceae, g__Monoglobus, s__Unassaigned
f7ac00fde65dc7cc52461ee8fcccd69e,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__uncultured_bacterium
ecce0c1eb26c4aab64fe3949f0a0fc7b,d__Bacteria, p__Desulfobacterota, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Desulfovibrio, s__Unassaigned
d44532ddd05c25fdbcb2a8ed35e7951e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
f04a029a175f31779bb6a101c845618d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
ceee4259d57ee737e9b49c5dfe936bcb,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
6747ef5626bbb183a2e5db72380e9428,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__Unassaigned
9ed28dc9769aee6c3ac1fd95d60d87d0,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Akkermansiaceae, g__Akkermansia, s__Akkermansia_glycaniphila
f66afcd905d973b9daa38dcdbd569546,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uncultured_bacterium
bf552fb5591f8185ae58a12e54e1d20a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
486961856cb4100b129e505707556097,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__gut_metagenome
1fb6da3053c51de1ce8b5b8d754bbd6c,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Holdemania, s__Unassaigned
b41d97ca68cf51f744fc90199fccee14,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
c08489e007517659fe9112a4f25adf87,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Anaerotruncus, s__Unassaigned
744d9f0fc700fd631a47dccf094e1423,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Blautia, s__Unassaigned
1e9af00fabf4fa7e115e048b2fa8a0a7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
12a0ad84259c089c23615284b45e6738,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Uncultured, s__Unassaigned
f7376ee1bcfce9c75540bfd83b6a64bc,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__[Eubacterium]_fissicatena_group, s__Unassaigned
96bb6cb29fc6697eda7aae48f3a0fae3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
7046389df4f010e281130ee94e13e6e5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes, s__uncultured_bacterium
2de6fd16f902fecc570a6737fc6d9856,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Uncultured, s__uncultured_bacterium
9f8d089df22b6701202846a493cceb83,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__uncultured, g__Uncultured, s__gut_metagenome
c06c5fa4b6cad31ca0e61c9cfac664b7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__uncultured_bacterium
3e0b3ac5f5dee1f79ee3f072f3346166,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelatoclostridiaceae, g__Erysipelatoclostridium, s__Unassaigned
ab986e8ae847db74a8ff7d1bf5f71b45,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
c23eb490051dbcc6adeba03a382a657e,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Tuzzerella, s__Unassaigned
0b75b287b26e29e57b99fef760332820,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Anaerovoracaceae, g__Anaerovorax, s__uncultured_bacterium
12b34ecb8a3cfa4e69f8d480f1f211ec,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia, f__Hungateiclostridiaceae, g__Unassigned, s__Unassaigned
30b74bea9fd85e5c58cbba2378e58b59,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
5e84c418cf9c873bfc327b8bb46d3062,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
15c09e58fd41a93409d1367e4831e62e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Unassigned, s__Unassaigned
b7450a59fcbf0a0f86ceda33073d70a2,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospiraceae_NK4A136, s__Unassaigned
7a2db98e8c94c44f3195e24235011fc5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Bacteroides_sartorii
753e95e0f25adeffe00ef1b0b2163738,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
0fb3cb77b4faa6c5c0c0751df79bc499,d__Bacteria, p__Cyanobacteria, c__Vampirivibrionia, o__Gastranaerophilales, f__Gastranaerophilales, g__Gastranaerophilales, s__uncultured_bacterium
fbda73f20d8c7e827a5e18e519aa4bf4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
78c466cb12cf3cddde3612351fb71a30,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Unassaigned
d7cc78eb2dce412c6b61b87f207f1b9d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
ef66044da476f2e1f7c166bf488bc787,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
613f38d7296ca565b19118f0c7e6dc66,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
3eb37b3c38e5a8a0ad044b8b348d36df,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
660b0d2832803106c4d67836c0c7163e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
b02a8d33d018119dedb2db15db887bfd,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Propionibacteriales, f__Propionibacteriaceae, g__Cutibacterium, s__Unassaigned
6ef9e9d60840d69da818f44c08f18516,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__uncultured, g__Uncultured, s__gut_metagenome
cfe96d2865b918b7f4b46a41d3831fb0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
5319056937d09195de49019547148d9d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__Unassaigned
73209d4b67b45ada496e699f240fcce3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Butyricicoccaceae, g__UCG-008, s__Unassaigned
ca329a9bc16237ef1a59e85ad09eb7f3,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
8cb24777cb48dde0aac60dfeca125d10,d__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__Unassaigned
45a2d8a5b92db41834876b216f9c0763,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__unidentified
b036dc56777f4fdbc1ef802d8880af87,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Unassaigned
b18c739aa645c80e7508fe6bc04f53bd,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Unassigned, s__Unassaigned
df829f8d3288011e9fbef9d3511e2e4c,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Weissella, s__Unassaigned
2091286c7db3d8981f6f1e1f5e626ce9,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
edd16f3631fc6f63cd11403a4e133dd2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
10220f6235ca68cf7ffced9e22e78db9,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
83ec17c8ff3a35fa17e6b01f3a60bb07,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium, s__Clostridium_sp.
e286013202dbdb3e761d361fd76bdfff,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides, s__Unassaigned
87cc51859facc881d27dabc8a3f77c23,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Anaerovoracaceae, g__Anaerovorax, s__uncultured_bacterium
ec737d9ea753049e0c2e63f3a14d0145,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Coprococcus, s__Unassaigned
ac5251efcd4ddf4df090cd699f5741e1,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
4079b0fae2eba4573ccadeaef7517a1c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
696395bda0452d89689b116ca1d446f2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Tannerellaceae, s__Parabacteroides_sp.
3800e81f06f12e70cb2af581780d9291,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter, s__uncultured_bacterium
cdd34c161813f6bb82f0815a945f8bce,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
1449ee9ed945a52a3e1a27aa23d46d9f,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Ruminococcaceae, g__Unassigned, s__Unassaigned
f32482627ed84b6d77261b8cc43a40ea,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Butyricicoccaceae, g__UCG-009, s__uncultured_bacterium
d7f7c3c81c63fe425434c65d575d4287,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Unassigned, s__Unassaigned
86fd0747cc3d415d1facf54902783f77,d__Bacteria, p__Firmicutes, c__Clostridia, o__Oscillospirales, f__Oscillospiraceae, g__Uncultured, s__Unassaigned
a166307ef279ef331eff4d83b86dbb0b,d__Bacteria, p__Firmicutes, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Holdemania, s__Unassaigned
